update,train_loss,train_preference_mae,train_cross_entropy
1,-16.68586540222168,0.7250845952228794,1.7797564729938613
2,-15.338512420654297,0.5844190971490939,1.9032081109161179
3,-14.740991592407227,0.7230214971460375,1.8094940474256873
4,-14.365358352661133,0.6850398366988815,1.8521839673904812
5,-15.563291549682617,0.6638178383704516,1.6346529321745038
6,-15.56289005279541,0.6425049673757088,1.6945952005026972
7,-14.388558387756348,0.7188173818781052,1.887414127095219
8,-17.401174545288086,0.6172757875838225,1.3756250953849625
9,-13.417829513549805,0.6286684632885633,1.9714176305843627
10,-13.952958106994629,0.6576404117584793,1.9598517290809576
11,-15.472124099731445,0.5855184186379699,1.8981832614168526
12,-14.20931339263916,0.6513988295012814,1.8186725424876546
13,-17.119497299194336,0.6338827735085691,1.542807728732721
14,-14.62990665435791,0.6880992979769467,1.9663612239391488
15,-14.654380798339844,0.680169027492932,1.6957920133957969
16,-13.596813201904297,0.6335778956617576,1.9440230676246917
17,-16.025659561157227,0.6361456853332271,1.532320845296935
18,-16.618759155273438,0.6779315760421613,1.6080507855204975
19,-13.993178367614746,0.6461364808365647,1.9710717759478618
20,-17.17563247680664,0.722087753633908,1.773005193702
21,-17.45731544494629,0.7283470157431022,1.4793699403457783
22,-14.72907543182373,0.573731558414391,1.7966225938597584
23,-17.47674560546875,0.728087935066326,1.4788537922260516
24,-14.483091354370117,0.6476033096505212,1.6774765416596304
25,-14.772272109985352,0.7206914875376887,1.8254588566830052
26,-14.614899635314941,0.6552402085299205,1.6885223086265957
27,-13.759781837463379,0.6400744445674446,1.988694503218593
28,-13.402825355529785,0.6519835573800796,1.831086904495297
29,-14.417458534240723,0.7226077045698531,1.849779840942253
30,-16.699459075927734,0.684152680359775,1.4931489656788899
31,-12.985377311706543,0.6344006639498369,1.8808374679373467
32,-15.757800102233887,0.587859782086413,1.8891520826146007
33,-16.813785552978516,0.7216132820551237,1.8809156809549998
34,-14.604984283447266,0.7130113336051619,1.8752091256901622
35,-17.713695526123047,0.6656835545282209,1.617004517143449
36,-16.168746948242188,0.6674696921573252,1.8088064976310467
37,-17.738269805908203,0.6655476003778719,1.6164427393187697
38,-15.503454208374023,0.720517875382105,1.7949702530441916
39,-14.88953685760498,0.6833704744869749,1.9559592142536797
40,-16.727689743041992,0.6837759924825123,1.7637598470182103
41,-17.64491844177246,0.612951240215071,1.3681613074012977
42,-16.466323852539062,0.6512817624975259,1.6412139397717136
43,-17.65934181213379,0.6126494716092866,1.3676847552825862
44,-15.351049423217773,0.7236705112745744,1.8672106355866964
45,-15.570465087890625,0.628069831126491,1.8146694130264223
46,-14.517654418945312,0.6532580435375575,1.9367513336679514
47,-15.470686912536621,0.7242648240032419,1.9892256533288781
48,-14.093023300170898,0.640577316156468,1.9759061512372948
49,-17.4713134765625,0.7153722384522696,1.746939612990793
50,-17.827856063842773,0.6661041704888742,1.6530610016332223
51,-16.9649600982666,0.718345560214596,1.8731419560773408
52,-16.37940216064453,0.6665158948667693,1.8019139766693115
53,-16.911407470703125,0.6825055779983508,1.758449489606873
54,-18.475208282470703,0.7277915117560223,1.670388841500076
55,-17.902719497680664,0.6659058321650803,1.6510386669721742
56,-14.948058128356934,0.6506755124775935,1.6809733115027057
57,-14.590590476989746,0.6500878748031313,1.931030963684487
58,-15.042241096496582,0.7179646958408175,1.9825977583361023
59,-15.525376319885254,0.7180386465824721,1.670201275990728
60,-17.672765731811523,0.6355764821618984,1.5113672758810794
61,-16.229413986206055,0.6587093812360281,1.8131415292291957
62,-14.519404411315918,0.6723749024725538,2.142750397379346
63,-15.61833667755127,0.7132787588133163,1.6741419505218373
64,-14.026920318603516,0.6290612511255549,1.8371112327200962
65,-14.555973052978516,0.67190663133309,2.141141835709705
66,-17.73921775817871,0.6357360216637489,1.5084913779193392
67,-15.252134323120117,0.7086555453292777,1.5568678846363635
68,-15.798510551452637,0.6363950513972424,1.7922374986605172
69,-17.299285888671875,0.6094466270833027,1.664888793316025
70,-15.681683540344238,0.7125341770454934,1.6731638187980826
71,-17.12735939025879,0.7144253913478859,1.864268266431549
72,-13.803401947021484,0.6539136022545193,1.850512424867381
