update,train_loss,train_preference_mae,train_cross_entropy
1,14.202815209116254,0.15785693883819746,0.8779894890529769
2,14.174592143722943,0.16904850966689228,0.8939932643302849
3,17.148865450940587,0.17843970883201643,1.1837505154749925
4,16.918849012430975,0.1668442556858408,1.1514228932997759
5,16.8816198461196,0.1694330045150456,1.165428133571849
6,13.913456448486873,0.16322506281083587,0.8720783500799111
7,20.517082880525027,0.19244730031583254,1.2459728077930563
8,14.141422859260015,0.16376973226583774,0.8865307878170695
9,17.72659910576684,0.18126209289658687,0.9689211808145046
10,19.121221266686916,0.17571279093850617,0.9318938116942134
11,17.95159156833376,0.18173484315131994,0.978085315653256
12,14.349877796002797,0.17967199276549,0.8739071067954812
13,18.60351723432541,0.1844441380391282,0.9852963678006615
14,13.815475753375463,0.15922734103178374,0.8805458093328136
15,27.408038729115535,0.15429750903618922,1.5949038133809441
16,25.66851300314853,0.20672476971465023,1.800425953378803
17,14.139438271522522,0.1700775486014202,0.8876732630389077
18,17.614666717393057,0.18153494106465504,0.9801122841558286
19,20.19453515725977,0.186161334782558,1.2408804236089481
20,14.363965673106057,0.1545540505673462,0.8721997370677335
21,19.78040312318241,0.1957207122223327,1.235622582190177
22,14.000088904585157,0.1558517001272039,0.8873272367886135
23,14.034187189170293,0.16026609579618886,0.8878541886806488
24,16.62183565602583,0.17475308379349097,1.1636497062795303
25,28.451978881108133,0.14749087576234288,1.7208706195417203
26,19.471288933473474,0.19850114213505124,1.2495140468373018
27,17.56643031324659,0.17120337328659493,0.9510249399713108
28,14.01533658163888,0.1579212516727043,0.8737782889178821
29,17.29242228610175,0.17383820812968778,0.9618515132793358
30,13.54674890424524,0.17742700197937733,0.8800996765494347
31,13.534413009881973,0.16262376825074182,0.8884852549859455
32,13.400073118507862,0.1753884787544591,0.8828180520130056
33,14.024250618049077,0.1520942228183615,0.8840354164796216
34,15.647472746231976,0.17447617138087498,1.1658071524956648
35,14.24819746187755,0.1535435587044515,0.8885899601238114
36,25.561674353323486,0.20272871776917595,1.7922195584366196
37,13.376327514648438,0.15756104673252744,0.8861251547932625
38,18.75121163417186,0.1769871958518706,0.9357422632830483
39,19.77569220346563,0.17455567205767022,1.258249621180927
40,16.553065070084163,0.17346145540380437,0.9468873185770852
41,13.56331763097218,0.16446078827046123,0.8827655938054834
42,20.32059458774679,0.18514028492998086,1.1806912527364843
43,13.780315663133349,0.16735019572943235,0.8884962153221879
44,16.340507302965438,0.18181921048662186,0.944429778626987
45,23.752049053970136,0.1953628153004161,1.6349675631836842
46,17.245716452598572,0.17413868631317908,1.2280545655418844
47,25.00499980073226,0.1861149821641929,1.7573967748566677
48,21.483192524489233,0.17399675771428053,1.265547910157372
49,24.715574923314545,0.14958855332252358,1.47433040565566
50,18.401414924434253,0.1874655908371989,0.9334047873105321
51,17.29468549149377,0.1729416575742738,0.9780062793620995
52,19.941329949042377,0.19962644190495654,1.299978040597018
53,12.901417994073459,0.16239157710713176,0.8836076461843082
54,18.369913388701047,0.17969454964935422,1.2024911212570526
55,24.869952791615535,0.17312427356914142,1.7363621184700413
56,13.060481148106712,0.14889917782496329,0.8776439162237304
57,19.717190146446228,0.18820708767341807,1.3044374839347952
58,16.277467664550333,0.1653764295145708,1.170594367910834
59,13.052042850426265,0.17672251273700526,0.8639731407165527
60,18.44822676041547,0.16956382619745883,1.2077670658335966
61,16.344055648360932,0.1601972314452326,0.9331678168049881
62,21.46170169434377,0.1622157815494214,1.0437059269419737
63,13.573036193847656,0.16149917231155975,0.9021317240382943
64,12.905861139297485,0.16097101191003874,0.8912831172347069
65,15.739442988353616,0.1858930575754354,1.1675148746546578
66,19.25196977923898,0.19209529401323686,1.2943023013717987
67,12.60392331651279,0.16782503896359785,0.8755124674311706
68,17.698179343167475,0.18457794233189573,1.2048927782212986
69,18.225192702868405,0.19046779887468562,1.2423162881065817
70,16.78130355302025,0.1767115833231946,1.2720131681245916
71,21.564619244209357,0.16790823215193865,1.0272083740149225
72,16.32793115868288,0.17430498262929386,1.2125269507660585
73,12.47860173881054,0.16090648743036598,0.8689665193004268
74,20.967819370721514,0.1735757581090576,1.535516149119327
75,16.332916244864464,0.15731204235076776,0.9292502477765083
76,12.741744267089027,0.1677840524389312,0.8737651080425296
77,13.023697129317693,0.1509588433273421,0.8801985260631356
78,16.636190227099828,0.17705128551506438,0.9545835269881147
79,20.49713173038081,0.1692691508670374,1.5294506243969266
80,17.847948588963067,0.17618217226803215,0.9404826068452427
81,18.19619552365371,0.17426278768435557,0.9521337146205562
82,15.85069562231793,0.17619914941629716,1.2036535582121681
83,12.649067893624306,0.1668338820106623,0.8829692756491048
84,12.589660482747215,0.17224234632316043,0.8839850654559476
85,16.512476197310857,0.17532851303814664,0.9606435604925666
86,17.71939401967185,0.1729205775355382,0.9208233271326337
87,21.728496400933516,0.1470531801788023,1.5964540094137192
88,15.795165368488856,0.17415377886268502,0.9463191303823676
89,12.55365937948227,0.1479867717463763,0.8704714067280293
90,15.207038304385017,0.16356799005703584,1.1480861130882711
91,12.84303032713277,0.1718591105505923,0.8912218702690942
92,17.076714847769058,0.176117058809566,0.9830611257680825
93,23.335543469378823,0.1818871962513318,1.631861200458125
94,20.280033936626033,0.1620891037059922,1.505037055203789
95,12.7593977025577,0.15041645085049388,0.8831550212843078
96,12.463836082390376,0.15547204359702224,0.8881044260093144
97,16.63356911284583,0.17717406036099592,0.9713117900703635
98,12.755848873938833,0.17667503904386628,0.8695199276719775
99,12.803883280072894,0.17835358634510848,0.8873641203556742
100,12.16137320548296,0.17559710933834305,0.8864305876195431
101,12.466992923191615,0.15868841890568824,0.880619437034641
102,12.41790962432112,0.16966320309223315,0.8966727874108723
103,15.316986146218637,0.17544741300737546,1.1679799171055065
104,15.130372229744406,0.16830648489367725,1.1513073689797346
105,14.949318472076865,0.16863978182723582,1.161000067696852
106,12.186121700065476,0.15642092703007035,0.8662687747606209
107,18.246750309186822,0.19098440498534267,1.2441669413272072
108,12.61064166043486,0.16093168847894207,0.8858685408319745
109,16.239857537405832,0.1825295595299214,0.9666518015520913
110,17.970488066119806,0.1814233101884072,0.926378030862127
111,16.243664741516113,0.18418968303161792,0.9786338899284601
112,12.522760465741158,0.18404282007784314,0.8759962668908494
113,16.571266182831355,0.18127759316515316,0.9789885474102837
114,12.368745774030685,0.15771300911255975,0.8773931030716214
115,25.562770138445654,0.1514833558827059,1.5619821203382391
116,23.60120472468828,0.2038745483338631,1.7899939225692498
117,12.44438407250813,0.16825953395179402,0.8869003163916724
118,16.043309262820653,0.18353837075058402,0.9804572864834752
119,18.08293684791116,0.19779796361511504,1.2587788665995878
120,12.780801475048065,0.15746992478354888,0.8693200844739165
121,17.61372166521409,0.1948530458507444,1.2309752211851233
122,12.270323642662593,0.15293811945579194,0.882363174110651
123,12.537215454237801,0.16209880006231506,0.8859350383281708
124,14.54052730518229,0.17573426624805158,1.160440057516098
125,26.668787102950247,0.14623512649899614,1.7372953327078569
126,17.405533895773047,0.19915960845361746,1.2467066610560698
127,15.258157155343465,0.16505235133912288,0.946022587695292
128,12.263878158160619,0.1556448083451758,0.8700361150716033
129,15.585180027144295,0.17866619233125983,0.9619282957698617
130,12.258843575205121,0.17448654992020898,0.8754753792392356
131,11.878710795726095,0.16222163849217777,0.8859814554452896
132,11.957500238503728,0.1736112768363643,0.8791180444615228
133,12.178702243736812,0.15839902479524823,0.8925432299396822
134,13.960578730001169,0.17604236128367082,1.1600031940376057
135,12.400093240397316,0.151474074356346,0.8864425825221198
136,23.582333930228884,0.1940136483057903,1.758573236826219
137,11.972856964383807,0.15891533892770468,0.8866352614547525
138,17.213625506630965,0.17571251079383957,0.9337226184351104
139,17.499386854031506,0.17892818812206973,1.2605628388769485
140,14.667426296642848,0.16959266521042976,0.9420113105859075
141,12.160103242312159,0.16295642588180495,0.8805682036493506
142,18.138576589963016,0.17810247898528953,1.1737495275104748
143,12.204778833048683,0.17407449919809648,0.8896871182535376
144,14.382018170186452,0.17865614131884358,0.9399713746138981
145,21.809167019630735,0.19915518326107545,1.6501292460843136
146,15.450016835156609,0.1736882301909683,1.2241702009649837
147,22.96441987627431,0.18796747397683047,1.7707547157218582
148,19.61727148294449,0.17439703264700657,1.2647286197718453
149,23.21868994361476,0.15258478591568356,1.4616638492596776
150,16.655269409929,0.18195186481082554,0.9388198160699436
151,15.600830916847501,0.17743985560747383,0.9793220880840506
152,17.783634368111105,0.19678998361240013,1.2947399879203123
153,11.834808826978717,0.16442397121028277,0.8774996399879456
154,16.566524884280035,0.18040343054005958,1.1998684432576685
155,22.866939230969077,0.17723433141228487,1.7511972604613555
156,11.746574129377093,0.15171042089062095,0.8759526477328369
157,17.633142779855167,0.19432015529717153,1.3123869904700447
158,14.546433659160838,0.16347685212966143,1.1615299862973831
159,11.732071461422104,0.17451869778348614,0.8576969014746803
160,16.794246603460874,0.17426400565519332,1.2090951379607706
161,14.763334921428136,0.15992625376253322,0.9310761546450002
162,20.00183560379914,0.1657282941463347,1.0408474659281117
163,12.211533784866333,0.1580467652569956,0.8944732003978321
164,11.438520576272692,0.16026808151231162,0.8844670600124768
165,14.000554042703966,0.18376023710565126,1.1560232393881853
166,17.13094801411909,0.1925136408864832,1.292152521364829
167,11.286481586950165,0.17618840216002768,0.8768009532775197
168,15.720196902751923,0.1863816893882121,1.202981231843724
169,16.26050078868866,0.19307415690717752,1.2420424003811443
170,15.13526938943302,0.17652652378869266,1.2594217912239187
171,20.071489521967514,0.16917228977829454,1.0227541918201106
172,14.610345058581409,0.17884101521915238,1.2165386711849886
173,10.972824202052184,0.16527662129662168,0.8704244712633746
174,19.13701800139327,0.17129226872873002,1.533411629105869
175,14.709657894713539,0.15846410437893796,0.9330329863088471
176,11.058706483670644,0.1645983535953326,0.8753604593553713
177,11.375810478414808,0.15013406437588572,0.8761175876217229
178,14.707458249160222,0.1730511473951957,0.9509961024991104
179,18.872088476231223,0.16200161864015036,1.5080560030121553
180,16.77120081415134,0.17748028104845812,0.9370776829974992
181,16.796423075454577,0.1702060246133654,0.9413358329662255
182,14.119681005968767,0.17741122725946715,1.195754685822655
183,11.18668346107006,0.16304390820308629,0.8751645822610173
184,11.239455595612526,0.17448486644613376,0.8798448672252042
185,14.753296200718198,0.17968284244865387,0.9601095382656369
186,16.32509078404733,0.16884307200657786,0.9235076430652823
187,20.06218903943112,0.1434421594663393,1.5926115991253602
188,14.043166330882482,0.17561076742079657,0.9453772242580142
189,11.419830432959966,0.15341839932651655,0.8671446889638901
190,13.710004736395444,0.16405669311574916,1.1339880841619827
191,11.486282940421786,0.17297677408383202,0.885884457400867
192,15.227758850370135,0.16834064850926925,0.9710832674588475
193,21.60746823486529,0.18390301940227133,1.637341530699479
194,18.753851074137184,0.16187630782852822,1.4891510135249089
195,11.350737495081765,0.14612869605511217,0.8823727704584599
196,11.165156347411019,0.15559553997599557,0.8832863047719002
197,14.348787661109652,0.17018136187346794,0.9624935223587922
198,11.277563384601049,0.18176483889090722,0.8734700570681265
199,11.412430767502103,0.17547047699175275,0.8777611763881785
200,10.604722989456993,0.17638214705546004,0.8840972328824657
201,11.068426979439598,0.15525909727357315,0.871847006891455
202,11.270081973501615,0.16909968416240587,0.887308055801051
203,13.52837806677117,0.17201810182270355,1.1626939317759346
204,13.527948786230649,0.17168761228999707,1.1462017192560083
205,13.177980026778053,0.17328512413273522,1.1699522242826574
206,10.814391121268272,0.16547749319777982,0.8689998654382569
207,16.470622280064752,0.18867470562048216,1.2313533118542503
208,11.230294125420707,0.16281909096223401,0.8810500848506179
209,14.359264897448677,0.18458984136605258,0.9630705879202911
210,16.273075182256953,0.17437358730020266,0.9292425571807793
211,14.427379838057927,0.18283240143326238,0.9732665267906019
212,10.925027670604843,0.18200512357146592,0.8704570265752929
213,15.034284004143306,0.17703727113283188,0.9726721758821181
214,10.986604865108218,0.15534807248391094,0.8735731733696801
215,23.987317842872518,0.15404628723182673,1.5596184973653995
216,21.84393663155405,0.20010783074926652,1.768314498427667
217,10.951226498399462,0.16151326013181116,0.8772889732250145
218,14.327690473624639,0.1822668002179965,0.9692787019801992
219,16.19386192630319,0.19104272876794356,1.241545086397844
220,11.000105917453766,0.1484245284245893,0.8684364051691124
221,15.7928947911543,0.19699060044302197,1.227171843542772
222,10.961313860757011,0.1540918571298485,0.8765471753265176
223,11.22482225724629,0.15823943231308088,0.882208169570991
224,13.080268928233314,0.17883879560135849,1.1565733411732841
225,25.165591029744398,0.14458108814203147,1.7347615008291446
226,15.422437930808348,0.19433130676671753,1.2356782950022642
227,13.780913467918124,0.169223548853039,0.9444391583757741
