update,train_loss,train_preference_mae,train_cross_entropy
1,1.1496806521164744,0.7354042631697645,1.377094166059243
2,1.2276459469607002,0.7179268651154076,1.4506055132338875
3,1.231464696950034,0.7193904933066633,1.452709552096693
4,1.1816434326924776,0.7291474509169691,1.419544474074715
5,1.1900211753029573,0.7133851456463663,1.4186056817048474
6,1.0417962097807933,0.7305706357246752,1.2758628192700838
7,1.1870705069679963,0.6947277734127664,1.421416695964964
8,1.2007793839040555,0.7189811857364582,1.4358927693806196
9,1.1800618124635596,0.7127557402923388,1.4165870629643138
10,1.209964525934897,0.6988534855326239,1.4536612802430202
11,1.2280562355330116,0.713284022872154,1.46813452988863
12,1.1631577454115216,0.6987388111027414,1.4070713284768557
13,1.0198665606348138,0.7352435516214074,1.2669959511411817
14,1.071490731678511,0.7355363229743047,1.3212636077874584
15,1.0314668620887555,0.7352847586281579,1.2839516240515207
16,1.076006903852287,0.7288174301196952,1.326488072150632
17,1.0792557503047742,0.7351171792511612,1.3298908515196097
18,1.129589963165161,0.7180263315821744,1.3829918578267097
19,1.128683720764361,0.7124902391273762,1.3838000536749238
20,1.01199272274971,0.7350855623959675,1.2692776867433597
21,1.0675589806939427,0.7351921130321015,1.3352652729341858
22,1.0930954010078782,0.7316186143228827,1.3648416705821689
23,1.1415369577313725,0.7004182557881953,1.4075589583892572
24,1.0305776286282038,0.7350771650930907,1.3036065391804044
25,1.1808693734438795,0.7141683695873104,1.455507418042735
26,1.077913253323028,0.73178775090829,1.351173642042436
27,1.1802178189942711,0.7166646781033714,1.4523412553887618
28,1.0631879677898006,0.7352070462640743,1.348704096125929
29,1.0555243037248914,0.7320708487489972,1.344965490071397
30,1.2156364353079545,0.7146744518387481,1.4917621247862514
31,0.9664696972621115,0.7314212393682109,1.2454647715938718
32,1.1270908019260357,0.7189771155390745,1.410634639623918
33,1.1171298672102,0.7169240471713358,1.3973051352720511
34,1.226791966147721,0.7206509678790669,1.497683896869421
35,0.9718904256036407,0.7320080690219372,1.2596180317433257
36,1.0904535776690434,0.732038158153102,1.3859001147119623
37,1.0375943011359166,0.7350685369098633,1.3330445109229339
38,1.0258445645633496,0.7350535862615328,1.326283517244615
39,1.0533130686534078,0.7352285566718066,1.3528757201213586
40,1.0460719877952023,0.7351028710428502,1.342816206969713
41,1.0072430733003115,0.7350537743637924,1.31383155952943
42,1.1061933966059434,0.696735974320297,1.4132134228160507
43,0.9672908861386148,0.7353804303824623,1.2719308604535304
44,0.9902257836963001,0.7350002203497666,1.2993319363970506
45,1.1126778549269627,0.7149263289303438,1.4224654079267853
46,0.9596600320778395,0.7321111698468028,1.2659952354274298
47,0.9515372949995493,0.7350309230484451,1.2654336059564038
48,1.1036816098188098,0.7134368725970661,1.411255964323094
49,1.0601330948503394,0.7348419074673608,1.3853478384645361
50,0.980793783343152,0.7352379147821569,1.3034192378583707
51,1.1921148551137823,0.6957963021714139,1.5174692073150684
52,0.9461027258320859,0.7349751688109315,1.2644522060689174
53,1.1385859000055414,0.7115395110508989,1.470696900628115
